"행정구역별","연령·교육정도별","구분별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"경상북도","초졸이하","육아","인원","명","255.46","242.77","0","332.576","78.289","55.681","375.637","133.378","81.745","163.122","130.239",
"경상북도","초졸이하","육아","비율","%",".01327",".01207","0","19.89174","5.41932","11.99412","48.24574","24.26793","32.88809","60.92257","33.6",
"경상북도","중졸","경력단절여성 전체","인원","명","4085.003","1869.149","3514.753","4490.13","2424.979","3063.776","2535.239","1389.491","1103.953","1126.616","2081.094",
"경상북도","중졸","경력단절여성 전체","비율","%",".21214",".09293",".17751","100","100","100","100","100","100","100","100",
"경상북도","중졸","결혼준비","인원","명","2464.43","1573.057","1259.274","1033.197","1221.698","1362.077","653.031","504.942","378.863","291.261","769.526",
"경상북도","중졸","결혼준비","비율","%",".12798",".07821",".0636","23.0104","50.37974","44.45746","25.75816","36.34007","34.31876","25.85273","37",
"경상북도","중졸","임신, 출산","인원","명","702.745","129.356","893.72","365.687","344.693","427.899","373.2","291.808","84.257","331.671","882.186",
"경상북도","중졸","임신, 출산","비율","%",".0365",".00643",".04514","8.14424","14.21427","13.96639","14.72051","21.00107","7.6323","29.43958","42.4",
"경상북도","중졸","자녀교육(초등학생)","인원","명","238.415","33.594","162.754","12.131","0","173.412","39.529","0","20.066","42.009","153.319",
"경상북도","중졸","자녀교육(초등학생)","비율","%",".01238",".00167",".00822",".27017","0","5.66007","1.55918","0","1.81765","3.72878","7.4",
"경상북도","중졸","가족돌봄","인원","명","","","","1826.832","204.324","357.59","80.839","251.872","279.33","0","87.197",
"경상북도","중졸","가족돌봄","비율","%","","","","40.6855","8.4258","11.67155","3.18861","18.12693","25.30271","0","4.2",
"경상북도","중졸","육아","인원","명","679.413","133.142","1199.005","1252.283","654.264","742.798","1388.64","340.869","341.437","461.675","188.866",
"경상북도","중졸","육아","비율","%",".03528",".00662",".06056","27.88968","26.98019","24.24453","54.77353","24.53193","30.92858","40.97891","9.1",
"경상북도","고졸","경력단절여성 전체","인원","명","50193.769","39819.472","38111.932","43444.573","45080.725","40203.256","39244.077","32423.747","29342.323","26245.805","28207.737",
"경상북도","고졸","경력단절여성 전체","비율","%","2.60669","1.97969","1.92483","100","100","100","100","100","100","100","100",
"경상북도","고졸","결혼준비","인원","명","29329.449","22296.987","19492.905","22103.029","20592.977","16283.869","15682.907","14408.434","11657.002","9723.901","9438.092",
"경상북도","고졸","결혼준비","비율","%","1.52315","1.10853",".98448","50.87639","45.68023","40.50386","39.96248","44.43791","39.7276","37.04935","33.5",
"경상북도","고졸","임신, 출산","인원","명","9288.173","8352.998","8025.81","6619.193","8678.389","8544.751","9435.172","7790.584","5569.666","6242.08","6603.63",
"경상북도","고졸","임신, 출산","비율","%",".48236",".41528",".40534","15.23595","19.25078","21.25388","24.04228","24.0274","18.98168","23.78315","23.4",
"경상북도","고졸","자녀교육(초등학생)","인원","명","2488.042","2411.986","1173.89","1479.84","2092.882","1432.524","2293.322","1144.326","1317.732","1150.006","1597.182",
"경상북도","고졸","자녀교육(초등학생)","비율","%",".12921",".11992",".05929","3.40627","4.64252","3.5632","5.84374","3.52928","4.49089","4.38168","5.7",
"경상북도","고졸","가족돌봄","인원","명","","","","3145.626","3108.767","2555.664","2730.29","1626.888","2195.064","2343.826","1331.114",
"경상북도","고졸","가족돌봄","비율","%","","","","7.24055","6.896","6.35686","6.9572","5.01758","7.48088","8.93029","4.7",
"경상북도","고졸","육아","인원","명","9088.105","6757.501","9419.327","10096.885","10607.71","11386.448","9102.386","7453.515","8602.859","6785.992","9237.719",
"경상북도","고졸","육아","비율","%",".47197",".33596",".47572","23.24084","23.53048","28.3222","23.19429","22.98783","29.31894","25.85553","32.7",
"경상북도","대졸이상","경력단절여성 전체","인원","명","44446.825","43256.903","46926.905","51110.378","52328.784","48470.641","43320.307","49726.031","42906.769","42963.928","39271.393",
"경상북도","대졸이상","경력단절여성 전체","비율","%","2.30823","2.15059","2.37003","100","100","100","100","100","100","100","100",
"경상북도","대졸이상","결혼준비","인원","명","21798.862","21413.858","22677.397","19960.984","16956.471","15329.765","15230.002","19710.841","15772.827","11973.862","11624.352",
"경상북도","대졸이상","결혼준비","비율","%","1.13207","1.06462","1.14532","39.05466","32.40372","31.62691","35.15673","39.63888","36.7607","27.86957","29.6",
"경상북도","대졸이상","임신, 출산","인원","명","10115.619","10887.545","10180.402","10004.01","14827.84","15978.345","12056.51","11271.674","8563.617","9453.175","8153.723",
"경상북도","대졸이상","임신, 출산","비율","%",".52533",".54129",".51416","19.57334","28.33592","32.965","27.83108","22.66755","19.95866","22.00259","20.8",
"경상북도","대졸이상","자녀교육(초등학생)","인원","명","1715.41","1166.236","1254.369","1878.679","2205.259","2298.346","1490.07","2103.39","1072.705","1874.277","1100.483",
"경상북도","대졸이상","자녀교육(초등학생)","비율","%",".08909",".05798",".06335","3.67573","4.21424","4.74173","3.43966","4.22996","2.50008","4.36244","2.8",
"경상북도","대졸이상","가족돌봄","인원","명","","","","1364.27","1527.105","1255.042","1507.41","739.35","1239.125","705.089","850.636",
"경상북도","대졸이상","가족돌봄","비율","%","","","","2.66926","2.91829","2.58928","3.47968","1.48685","2.88795","1.64112","2.2",
"경상북도","대졸이상","육아","인원","명","10816.934","9789.264","12814.737","17902.435","16812.109","13609.143","13036.315","15900.776","16258.495","18957.525","17542.199",
"경상북도","대졸이상","육아","비율","%",".56175",".48669",".64721","35.02701","32.12784","28.07708","30.09285","31.97676","37.89261","44.12428","44.7",
"경상남도","전체","경력단절여성 전체","인원","명","108248.978","127870.318","129202.118","122677.247","133557.04","134646.297","124073.334","117933.945","96245.655","93011.371","85113.159",
"경상남도","전체","경력단절여성 전체","비율","%","5.62164","6.35728","6.52532","100","100","100","100","100","100","100","100",
"경상남도","전체","결혼준비","인원","명","51469.155","65392.368","64988.819","51394.748","52060.091","51154.513","45037.595","41646.974","29229.702","28700.991","23268.193",
"경상남도","전체","결혼준비","비율","%","2.67292","3.25109","3.28225","41.89428","38.97967","37.99177","36.29917","35.31381","30.36989","30.85751","27.3",
"경상남도","전체","임신, 출산","인원","명","21779.138","30018.036","26051.9","26092.219","30101.815","32719.863","30724.776","27786.37","21197.212","18975.955","21338.854",
"경상남도","전체","임신, 출산","비율","%","1.13104","1.49239","1.31575","21.269","22.53855","24.3006","24.7634","23.56096","22.02407","20.40176","25.1",
"경상남도","전체","자녀교육(초등학생)","인원","명","4395.741","2841.147","2675.826","4253.49","4755.607","4507.771","4479.242","4142.115","5233.035","4555.16","4664.716",
"경상남도","전체","자녀교육(초등학생)","비율","%",".22828",".14125",".13514","3.46722","3.56073","3.34786","3.61016","3.51223","5.43716","4.89742","5.5",
"경상남도","전체","가족돌봄","인원","명","","","","8628.1","8689.48","7027.503","5556.775","4619.613","4105.437","4148.255","2936.87",
"경상남도","전체","가족돌봄","비율","%","","","","7.03317","6.50619","5.21923","4.47862","3.91712","4.26558","4.45994","3.5",
"경상남도","전체","육아","인원","명","30604.944","29618.767","35485.573","32308.69","37950.047","39236.647","38274.946","39738.873","36480.269","36631.01","32904.526",
"경상남도","전체","육아","비율","%","1.58939","1.47254","1.79219","26.33633","28.41486","29.14053","30.84865","33.69587","37.90329","39.38337","38.7",
"경상남도","15-19세","경력단절여성 전체","인원","명","125.294","","","","72.46","","","161.43","66.874","0","",
"경상남도","15-19세","경력단절여성 전체","비율","%",".00651","","","","100","","","100","100","","",
"경상남도","15-19세","결혼준비","인원","명","103.808","","","","0","","","161.43","0","0","",
"경상남도","15-19세","결혼준비","비율","%",".00539","","","","0","","","100","0","","",
"경상남도","15-19세","임신, 출산","인원","명","21.486","","","","0","","","0","66.874","0","",
"경상남도","15-19세","임신, 출산","비율","%",".00112","","","","0","","","0","100","","",
"경상남도","15-19세","자녀교육(초등학생)","인원","명","0","","","","0","","","0","0","0","",
"경상남도","15-19세","자녀교육(초등학생)","비율","%","0","","","","0","","","0","0","","",
"경상남도","15-19세","가족돌봄","인원","명","","","","","0","","","0","0","0","",
"경상남도","15-19세","가족돌봄","비율","%","","","","","0","","","0","0","","",
"경상남도","15-19세","육아","인원","명","0","","","","72.46","","","0","0","0","",
"경상남도","15-19세","육아","비율","%","0","","","","100","","","0","0","","",
"경상남도","20-24세","경력단절여성 전체","인원","명","1768.186","1184.984","1824.611","1065.226","931.613","2381.783","2009.161","685.41","1001.075","499.555","121.79",
"경상남도","20-24세","경력단절여성 전체","비율","%",".09183",".05891",".09215","100","100","100","100","100","100","100","100",
"경상남도","20-24세","결혼준비","인원","명","919.326","360.887","668.125","333.16","446.477","1089.287","662.313","42.571","286.806","356.984","0",
"경상남도","20-24세","결혼준비","비율","%",".04774",".01794",".03374","31.27599","47.92516","45.7341","32.96466","6.21103","28.6498","71.4604","0",
"경상남도","20-24세","임신, 출산","인원","명","83.771","305.869","699.856","640.771","319.631","750.764","676.036","371.764","205.945","65.865","0",
"경상남도","20-24세","임신, 출산","비율","%",".00435",".01521",".03535","60.15353","34.30942","31.52109","33.64768","54.23965","20.57238","13.18473","0",
"경상남도","20-24세","자녀교육(초등학생)","인원","명","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","20-24세","자녀교육(초등학생)","비율","%","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","20-24세","가족돌봄","인원","명","","","","0","0","0","0","0","0","0","0",
"경상남도","20-24세","가족돌봄","비율","%","","","","0","0","0","0","0","0","0","0",
"경상남도","20-24세","육아","인원","명","765.089","518.228","456.63","91.295","165.505","541.732","670.812","271.075","508.324","76.706","121.79",
"경상남도","20-24세","육아","비율","%",".03973",".02576",".02306","8.57048","17.76542","22.74481","33.38767","39.54932","50.77781","15.35487","100",
"경상남도","25-29세","경력단절여성 전체","인원","명","14807.785","15939.169","18822.169","14873.268","15666.953","11323.688","9717.19","8751.798","6351.427","4393.271","3224.278",
"경상남도","25-29세","경력단절여성 전체","비율","%",".769",".79244",".95061","100","100","100","100","100","100","100","100",
"경상남도","25-29세","결혼준비","인원","명","6696.674","8141.887","7383.622","5494.332","6225.288","4515.103","4336.321","2461.272","1854.281","1235.481","1137.648",
"경상남도","25-29세","결혼준비","비율","%",".34777",".40479",".37291","36.94099","39.73515","39.87308","44.62526","28.12304","29.19471","28.12212","35.3",
"경상남도","25-29세","임신, 출산","인원","명","4418.933","3700.667","6411.911","5832.32","5730.21","3785.116","3451.495","2846.075","2049.116","1703.243","1258.815",
"경상남도","25-29세","임신, 출산","비율","%",".22949",".18398",".32383","39.21344","36.57514","33.42653","35.51948","32.51989","32.26229","38.76936","39",
"경상남도","25-29세","자녀교육(초등학생)","인원","명","33.285","47.79","103.985","68.661","41.922","0","0","0","189.321","0","43.146",
"경상남도","25-29세","자녀교육(초등학생)","비율","%",".00173",".00238",".00525",".46164",".26758","0","0","0","2.98076","0","1.3",
"경상남도","25-29세","가족돌봄","인원","명","","","","479.014","133.387","96.038","244.757","0","0","0","0",
"경상남도","25-29세","가족돌봄","비율","%","","","","3.22064",".85139",".84812","2.5188","0","0","0","0",
"경상남도","25-29세","육아","인원","명","3658.893","4048.825","4922.651","2998.941","3536.146","2927.431","1684.617","3444.451","2258.709","1454.547","784.669",
"경상남도","25-29세","육아","비율","%",".19002",".20129",".24862","20.1633","22.57073","25.85228","17.33646","39.35707","35.56223","33.10852","24.3",
"경상남도","30-34세","경력단절여성 전체","인원","명","38195.721","40029.013","41770.266","32960.077","35942.69","35982.336","31930.438","25968.641","13773.514","14199.871","16583.367",
"경상남도","30-34세","경력단절여성 전체","비율","%","1.9836","1.99011","2.1096","100","100","100","100","100","100","100","100",
"경상남도","30-34세","결혼준비","인원","명","15940.893","18325.469","18768.229","12574.459","9912.625","12173.026","11420.788","8413.291","4055.482","4144.27","3866.801",
"경상남도","30-34세","결혼준비","비율","%",".82785",".91108",".94789","38.15058","27.57897","33.83056","35.76771","32.39789","29.44406","29.18527","23.3",
"경상남도","30-34세","임신, 출산","인원","명","9000.253","11854.036","10189.016","9952.532","10542.402","12063.153","7338.099","8580.776","4992.504","3282.347","5300.725",
"경상남도","30-34세","임신, 출산","비율","%",".46741",".58934",".51459","30.19572","29.33114","33.52521","22.98152","33.04284","36.24713","23.11533","32",
"경상남도","30-34세","자녀교육(초등학생)","인원","명","637.971","25.862","124.28","898.345","704.952","122.584","473.185","131.093","221.563","178.631","356.853",
"경상남도","30-34세","자녀교육(초등학생)","비율","%",".03313",".00129",".00628","2.72555","1.96132",".34068","1.48192",".50481","1.60862","1.25798","2.2",
"경상남도","30-34세","가족돌봄","인원","명","","","","192.179","88.623","19.403","35.48","0","0","114.358","0",
"경상남도","30-34세","가족돌봄","비율","%","","","",".58307",".24657",".05392",".11112","0","0",".80535","0",
"경상남도","30-34세","육아","인원","명","12616.604","9823.646","12688.741","9342.562","14694.088","11604.17","12662.886","8843.481","4503.965","6480.265","7058.988",
"경상남도","30-34세","육아","비율","%",".65521",".4884",".64084","28.34509","40.88199","32.24963","39.65773","34.05446","32.70019","45.63608","42.6",
"경상남도","35-39세","경력단절여성 전체","인원","명","30340.996","34933.278","35219.751","32074.466","35582.502","41493.792","36692.771","37759.817","30615.887","33341.193","24530.08",
"경상남도","35-39세","경력단절여성 전체","비율","%","1.57568","1.73676","1.77877","100","100","100","100","100","100","100","100",
"경상남도","35-39세","결혼준비","인원","명","13788.567","14864.064","15863.684","12172.888","13616.596","14720.591","11837.975","13144.124","7943.804","10579.978","4717.996",
"경상남도","35-39세","결혼준비","비율","%",".71607",".73899",".80119","37.95196","38.26767","35.47661","32.26242","34.80982","25.94667","31.73245","19.2",
"경상남도","35-39세","임신, 출산","인원","명","6065.469","9051.099","6212.421","5870.197","7357.799","10135.25","10377.813","8700.809","7010.646","6905.643","7325.382",
"경상남도","35-39세","임신, 출산","비율","%",".31499",".44999",".31376","18.30178","20.67814","24.42594","28.28299","23.04251","22.89872","20.71205","29.9",
"경상남도","35-39세","자녀교육(초등학생)","인원","명","1746.209","971.642","1464.93","911.69","1615.534","1641.941","1419.983","1663.21","1265.138","927.147","611.882",
"경상남도","35-39세","자녀교육(초등학생)","비율","%",".09068",".04831",".07399","2.84242","4.54025","3.95708","3.86993","4.40471","4.13229","2.78079","2.5",
"경상남도","35-39세","가족돌봄","인원","명","","","","549.144","566.647","509.922","547.851","0","769.92","302.45","436.831",
"경상남도","35-39세","가족돌봄","비율","%","","","","1.71209","1.59249","1.22891","1.49308","0","2.51477",".90714","1.8",
"경상남도","35-39세","육아","인원","명","8740.751","10046.473","11678.716","12570.547","12425.926","14486.088","12509.149","14251.674","13626.379","14625.975","11437.989",
"경상남도","35-39세","육아","비율","%",".45393",".49948",".58983","39.19176","34.92145","34.91146","34.09159","37.74296","44.50754","43.86758","46.6",
"경상남도","40-44세","경력단절여성 전체","인원","명","12299.412","18739.776","15740.543","19223.169","24651.177","23074.225","23553.15","24485.568","21802.132","20935.706","21782.646",
"경상남도","40-44세","경력단절여성 전체","비율","%",".63874",".93168",".79497","100","100","100","100","100","100","100","100",
"경상남도","40-44세","결혼준비","인원","명","6495.619","11315.57","9859.01","9303.821","11998.581","9144.508","7701.903","9573.78","7170.822","5970.063","6685.736",
"경상남도","40-44세","결혼준비","비율","%",".33733",".56257",".49793","48.399","48.67346","39.63083","32.7001","39.09969","32.89046","28.51618","30.7",
"경상남도","40-44세","임신, 출산","인원","명","1670.17","3641.222","1592.816","2386.135","3642.14","3897.783","6644.681","5512.767","3807.762","4269.15","4191.35",
"경상남도","40-44세","임신, 출산","비율","%",".08674",".18103",".08044","12.41281","14.77471","16.89237","28.21143","22.51435","17.46509","20.39172","19.2",
"경상남도","40-44세","자녀교육(초등학생)","인원","명","1024.913","622.278","755.694","1237.166","1939.746","2113.666","1585.759","1216.627","1466.03","1896.679","1499.441",
"경상남도","40-44세","자녀교육(초등학생)","비율","%",".05323",".03094",".03817","6.43581","7.86878","9.16029","6.73268","4.96875","6.72425","9.05954","6.9",
"경상남도","40-44세","가족돌봄","인원","명","","","","1977.304","1601.339","1398.411","964.908","1598.202","136.965","621.653","372.507",
"경상남도","40-44세","가족돌봄","비율","%","","","","10.28605","6.49599","6.06049","4.09673","6.52712",".62822","2.96934","1.7",
"경상남도","40-44세","육아","인원","명","3108.71","3160.706","3533.023","4318.743","5469.371","6519.857","6655.899","6584.192","9220.553","8178.161","9033.612",
"경상남도","40-44세","육아","비율","%",".16144",".15714",".17843","22.46634","22.18706","28.25602","28.25906","26.89009","42.29198","39.06322","41.5",
"경상남도","45-49세","경력단절여성 전체","인원","명","5865.381","8195.471","7443.467","12878.375","10716.904","12717.018","13347.816","13317.698","15632.131","12273.443","12847.199",
"경상남도","45-49세","경력단절여성 전체","비율","%",".3046",".40745",".37593","100","100","100","100","100","100","100","100",
"경상남도","45-49세","결혼준비","인원","명","4337.702","6137.189","6173.06","5861.343","4288.972","6151.735","6229.301","3931.92","5490.082","3980.674","4231.671",
"경상남도","45-49세","결혼준비","비율","%",".22527",".30512",".31177","45.51306","40.02063","48.37404","46.66907","29.52402","35.1205","32.43323","32.9",
"경상남도","45-49세","임신, 출산","인원","명","172.498","522.041","663.823","944.349","1732.884","1279.872","1144.846","1458.485","2387.024","1877.595","2009.141",
"경상남도","45-49세","임신, 출산","비율","%",".00896",".02595",".03353","7.33283","16.16963","10.06425","8.57703","10.95148","15.26998","15.29803","15.6",
"경상남도","45-49세","자녀교육(초등학생)","인원","명","472.522","466.057","99.118","956.103","349.496","376.684","754.89","827.608","1580.591","1382.081","2004.103",
"경상남도","45-49세","자녀교육(초등학생)","비율","%",".02454",".02317",".00501","7.4241","3.26117","2.96205","5.65553","6.21435","10.11117","11.26074","15.6",
"경상남도","45-49세","가족돌봄","인원","명","","","","2909.477","3661.434","2544.821","2106.532","1883.331","1675.398","916.925","1151.153",
"경상남도","45-49세","가족돌봄","비율","%","","","","22.59196","34.16503","20.01115","15.78185","14.14157","10.71766","7.47081","9",
"경상남도","45-49세","육아","인원","명","882.659","1070.184","507.466","2207.103","684.118","2363.906","3112.247","5216.354","4499.036","4116.168","3451.131",
"경상남도","45-49세","육아","비율","%",".04584",".05321",".02563","17.13806","6.38354","18.58852","23.31653","39.16859","28.7807","33.53719","26.9",
"경상남도","50-54세","경력단절여성 전체","인원","명","4846.203","8848.627","8381.311","9602.666","9992.741","7673.455","6822.808","6803.583","7002.615","7368.332","6023.799",
"경상남도","50-54세","경력단절여성 전체","비율","%",".25168",".43992",".4233","100","100","100","100","100","100","100","100",
"경상남도","50-54세","결혼준비","인원","명","3186.566","6247.302","6273.089","5654.745","5571.552","3360.263","2848.994","3918.586","2428.425","2433.541","2628.341",
"경상남도","50-54세","결혼준비","비율","%",".16549",".31059",".31682","58.88724","55.75599","43.79074","41.75691","57.59592","34.67883","33.02703","43.6",
"경상남도","50-54세","임신, 출산","인원","명","346.558","943.102","282.057","465.915","776.749","807.925","1091.806","315.694","677.341","872.112","1253.441",
"경상남도","50-54세","임신, 출산","비율","%",".018",".04689",".01425","4.85193","7.77313","10.52883","16.0023","4.64011","9.67269","11.83595","20.8",
"경상남도","50-54세","자녀교육(초등학생)","인원","명","480.841","707.518","127.819","181.525","103.957","252.896","245.425","303.577","510.392","170.622","149.291",
"경상남도","50-54세","자녀교육(초등학생)","비율","%",".02497",".03518",".00646","1.89036","1.04033","3.29573","3.59713","4.46202","7.28859","2.31561","2.5",
"경상남도","50-54세","가족돌봄","인원","명","","","","2520.982","2638.05","2458.908","1657.247","1138.08","1523.154","2192.869","976.379",
"경상남도","50-54세","가족돌봄","비율","%","","","","26.25294","26.39966","32.04434","24.28981","16.72766","21.75122","29.76072","16.2",
"경상남도","50-54세","육아","인원","명","832.238","950.705","1698.346","779.499","902.433","793.463","979.336","1127.646","1863.303","1699.188","1016.347",
"경상남도","50-54세","육아","비율","%",".04322",".04727",".08577","8.11753","9.03089","10.34036","14.35386","16.5743","26.60867","23.06069","16.9",
"경상남도","초졸이하","경력단절여성 전체","인원","명","1015.577","1276.344","628.282","786.67","615.969","884.824","433.395","526.44","399.707","589.472","203.23",
"경상남도","초졸이하","경력단절여성 전체","비율","%",".05274",".06346",".03173","100","100","100","100","100","100","100","100",
"경상남도","초졸이하","결혼준비","인원","명","345.905","452.379","467.619","30.154","421.545","136.771","318.091","223.523","118.296","138.46","48.534",
"경상남도","초졸이하","결혼준비","비율","%",".01796",".02249",".02362","3.83312","68.43607","15.45742","73.39517","42.45935","29.59568","23.48882","23.9",
"경상남도","초졸이하","임신, 출산","인원","명","373.788","794.814","27.831","346.656","54.935","63.149","27.751","159.777","81.005","265.872","154.696",
"경상남도","초졸이하","임신, 출산","비율","%",".01941",".03952",".00141","44.06625","8.91847","7.1369","6.40317","30.35047","20.26609","45.10341","76.1",
"경상남도","초졸이하","자녀교육(초등학생)","인원","명","0","0","37.312","0","47.25","0","0","0","0","0","0",
"경상남도","초졸이하","자녀교육(초등학생)","비율","%","0","0",".00188","0","7.67084","0","0","0","0","0","0",
"경상남도","초졸이하","가족돌봄","인원","명","","","","326.29","66.511","60.26","20.974","0","0","146.178","0",
"경상남도","초졸이하","가족돌봄","비율","%","","","","41.47737","10.79778","6.81039","4.83947","0","0","24.79812","0",
"경상남도","초졸이하","육아","인원","명","295.884","29.151","95.52","83.57","25.728","624.644","66.579","143.14","200.406","38.962","0",
"경상남도","초졸이하","육아","비율","%",".01537",".00145",".00482","10.62326","4.17683","70.59528","15.3622","27.19018","50.13823","6.60964","0",
"경상남도","중졸","경력단절여성 전체","인원","명","3530.498","2519","3697.046","3260.23","3605.942","3143.521","2477.499","2291.517","1647.599","2017.192","1570.314",
"경상남도","중졸","경력단절여성 전체","비율","%",".18335",".12524",".18672","100","100","100","100","100","100","100","100",
"경상남도","중졸","결혼준비","인원","명","2441.388","1368.974","1821.733","856.092","1244.623","852.473","631.602","505.938","517.771","406.684","221.697",
"경상남도","중졸","결혼준비","비율","%",".12679",".06806",".09201","26.25864","34.51589","27.11841","25.49353","22.07874","31.42579","20.1609","14.1",
"경상남도","중졸","임신, 출산","인원","명","191.144","486.912","510.995","560.1","546.396","139.248","489.008","729.216","439.877","464.427","588.635",
"경상남도","중졸","임신, 출산","비율","%",".00993",".02421",".02581","17.17977","15.15266","4.42968","19.73797","31.82241","26.69806","23.02344","37.5",
"경상남도","중졸","자녀교육(초등학생)","인원","명","0","20.334","127.819","0","22.417","19.929","27.92","53.139","22.603","94.106","0",
"경상남도","중졸","자녀교육(초등학생)","비율","%","0",".00101",".00646","0",".62167",".63397","1.12694","2.31894","1.37188","4.6652","0",
"경상남도","중졸","가족돌봄","인원","명","","","","998.731","990.413","1530.138","566.802","560.293","47.111","332.395","64.609",
"경상남도","중졸","가족돌봄","비율","%","","","","30.63376","27.46614","48.67593","22.87799","24.45075","2.85937","16.4781","4.1",
"경상남도","중졸","육아","인원","명","897.966","642.78","1236.499","845.307","802.093","601.733","762.167","442.931","620.237","719.58","695.373",
"경상남도","중졸","육아","비율","%",".04663",".03196",".06245","25.92783","22.24365","19.14201","30.76356","19.32916","37.6449","35.67236","44.3",
"경상남도","고졸","경력단절여성 전체","인원","명","50290.235","53327.344","52150.194","53537.163","53565.697","49624.279","48209.257","42839.878","32293.525","36342.456","29910.102",
"경상남도","고졸","경력단절여성 전체","비율","%","2.6117","2.65125","2.63383","100","100","100","100","100","100","100","100",
"경상남도","고졸","결혼준비","인원","명","25414.37","31569.974","30479.494","24647.879","20969.631","19860.638","18713.736","16371.459","12052.62","12119.974","10830.36",
"경상남도","고졸","결혼준비","비율","%","1.31983","1.56955","1.53936","46.03882","39.1475","40.02202","38.81772","38.21547","37.32209","33.34935","36.2",
"경상남도","고졸","임신, 출산","인원","명","7890.17","11154.675","10061.169","9274.939","11285.169","9804.657","12078.243","9079.799","5724.442","7522.715","6156.581",
"경상남도","고졸","임신, 출산","비율","%",".40976",".55457",".50814","17.3243","21.0679","19.75778","25.05378","21.19474","17.72628","20.69952","20.6",
"경상남도","고졸","자녀교육(초등학생)","인원","명","3327.156","905.066","1131.534","2245.451","3080.16","2390.649","2009.763","1864.667","2199.452","1935.663","1661.442",
"경상남도","고졸","자녀교육(초등학생)","비율","%",".17279",".045",".05715","4.19419","5.75025","4.8175","4.16883","4.35264","6.81081","5.32618","5.6",
"경상남도","고졸","가족돌봄","인원","명","","","","5276.901","4650.71","2535.309","2043.764","2397.576","1846.941","1851.831","1435.727",
"경상남도","고졸","가족돌봄","비율","%","","","","9.85652","8.68225","5.10901","4.23936","5.5966","5.71923","5.0955","4.8",
"경상남도","고졸","육아","인원","명","13658.539","9697.629","10477.997","12091.993","13580.027","15033.026","13363.751","13126.377","10470.07","12912.273","9825.992",
"경상남도","고졸","육아","비율","%",".70932",".48213",".52919","22.58617","25.3521","30.29369","27.7203","30.64056","32.42158","35.52945","32.9",
"경상남도","대졸이상","경력단절여성 전체","인원","명","53412.668","70747.63","72726.596","65093.184","75769.432","80993.673","72953.183","72276.11","61904.824","54062.251","53429.513",
"경상남도","대졸이상","경력단절여성 전체","비율","%","2.77385","3.51733","3.67304","100","100","100","100","100","100","100","100",
"경상남도","대졸이상","결혼준비","인원","명","23267.492","32001.041","32219.973","25860.623","29424.292","30304.631","25374.166","24546.054","16541.015","16035.873","12167.602",
"경상남도","대졸이상","결혼준비","비율","%","1.20834","1.59098","1.62726","39.72862","38.83399","37.41605","34.78144","33.9615","26.72007","29.66187","22.8",
"경상남도","대졸이상","임신, 출산","인원","명","13324.036","17581.635","15451.905","15910.524","18215.315","22712.809","18129.774","17817.578","14951.888","10722.941","14438.942",
"경상남도","대졸이상","임신, 출산","비율","%",".69195",".8741",".7804","24.44269","24.04045","28.0427","24.85124","24.6521","24.15303","19.83443","27",
"경상남도","대졸이상","자녀교육(초등학생)","인원","명","1068.585","1915.747","1379.161","2008.039","1605.78","2097.193","2441.559","2224.309","3010.98","2525.391","3003.274",
"경상남도","대졸이상","자녀교육(초등학생)","비율","%",".05549",".09524",".06965","3.08487","2.1193","2.58933","3.34675","3.07752","4.86389","4.67126","5.6",
"경상남도","대졸이상","가족돌봄","인원","명","","","","2026.178","2981.846","2901.796","2925.235","1661.744","2211.385","1817.851","1436.534",
"경상남도","대졸이상","가족돌봄","비율","%","","","","3.11273","3.93542","3.58274","4.00974","2.29916","3.57223","3.36251","2.7",
"경상남도","대졸이상","육아","인원","명","15752.555","19249.207","23675.557","19287.82","23542.199","22977.244","24082.449","26026.425","25189.556","22960.195","22383.161",
"경상남도","대졸이상","육아","비율","%",".81807",".95701","1.19573","29.63109","31.07084","28.36918","33.01083","36.00972","40.69078","42.46992","41.9",
"제주특별자치도","전체","경력단절여성 전체","인원","명","17170.56","15186.042","14738.637","15590.967","15805.412","16353.725","9812.058","12897.416","13351.432","14317.553","13939.629",
"제주특별자치도","전체","경력단절여성 전체","비율","%",".89171",".755",".74437","100","100","100","100","100","100","100","100",
"제주특별자치도","전체","결혼준비","인원","명","5765.071","5004.213","4049.934","3090.205","2438.417","3732.3","2257.773","2329.733","3194.68","3071.097","1428.19",
"제주특별자치도","전체","결혼준비","비율","%",".29939",".24879",".20454","19.82048","15.42773","22.82232","23.01019","18.06356","23.92762","21.44987","10.2",
"제주특별자치도","전체","임신, 출산","인원","명","6116.978","4745.798","3669.747","4057.461","4318.796","4923.994","2178.238","2066.879","2311.539","2027.646","2753.929",
"제주특별자치도","전체","임신, 출산","비율","%",".31767",".23594",".18534","26.02443","27.32479","30.10931","22.1996","16.02553","17.31304","14.16196","19.8",
"제주특별자치도","전체","자녀교육(초등학생)","인원","명","861.349","1276.493","989.8","248.372","1071.703","468.478","429.638","148.23","466.363","540.072","1002.354",
