"성별","산업별","직업별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2",
"남자","L. 부동산업 및 임대업","계","취업자 (천명)","","276.5","290.9","288.9","292.7","280.9","287.1","282.1","299.6","330.4","329.7","315.3","337.9","358.7","356.8","325.7","309.9","326.8",
"남자","L. 부동산업 및 임대업","1. 관리자","취업자 (천명)","","16.8","15.6","16.1","14.6","14.3","11.8","11","9","5.5","6.8","10.4","12.6","14","16.2","16.8","15","13.4",
"남자","L. 부동산업 및 임대업","2. 전문가 및 관련 종사자","취업자 (천명)","","96.4","97.9","96.4","100.8","88.7","96.2","103.3","113","127","127.4","111.9","116.5","118.1","111.7","91.9","88.3","89.6",
"남자","L. 부동산업 및 임대업","3. 사무 종사자","취업자 (천명)","","51.7","58.9","60.1","56.3","58.3","58.6","60.1","66.8","72.9","76.3","71.1","74.7","74.3","74.9","64.5","62","68.9",
"남자","L. 부동산업 및 임대업","4. 서비스 종사자","취업자 (천명)","",".2","",".8",".2",".8",".4",".6",".6",".4",".4",".9",".8","1.6","2.4","1.7",".9","1.7",
"남자","L. 부동산업 및 임대업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","L. 부동산업 및 임대업","5. 판매 종사자","취업자 (천명)","",".5",".8",".9","1.5","2.1","1.6","1.1","2.2","2.5","1.4","1.2","2.9","3.9","2.7","2.8","2","1.4",
"남자","L. 부동산업 및 임대업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","L. 부동산업 및 임대업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".1","0","","","",".2",".2",".3",".2",".2",".3","","","0","0",".1",".5",
"남자","L. 부동산업 및 임대업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","","","*","*","*","*",
"남자","L. 부동산업 및 임대업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","11.3","15.6","12.6","12.7","10.6","11.9","9.8","10.7","10.1","13.4","10.3","15.9","18.2","18.4","17","12.6","14.9",
"남자","L. 부동산업 및 임대업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","23.1","22","25.8","29","28.4","30","31.7","31.6","35.3","31.6","29.6","29.5","31.2","33.4","34.5","36.8","36.8",
"남자","L. 부동산업 및 임대업","9. 단순노무 종사자","취업자 (천명)","","76.5","79.9","76.2","77.7","77.7","76.6","64.3","65.4","76.5","72.2","79.7","85","97.3","97.1","96.4","92.1","99.7",
"남자","M. 전문, 과학 및 기술 서비스업","계","취업자 (천명)","","734.4","726.1","713.6","693.9","676.7","705","721","739.1","739","724.4","700.9","702.8","729.9","761.2","747.1","752.1","780.9",
"남자","M. 전문, 과학 및 기술 서비스업","1. 관리자","취업자 (천명)","","24.6","17.9","15.8","14.7","15.6","13.7","16.3","16.3","16","9.4","13","12.9","17.9","15.9","17.2","20.1","15.9",
"남자","M. 전문, 과학 및 기술 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","501.4","511.3","504.2","489.2","471.3","490.3","497.1","511.6","512.8","491.4","490.9","487.5","492.2","520.7","522.7","521.1","542.1",
"남자","M. 전문, 과학 및 기술 서비스업","3. 사무 종사자","취업자 (천명)","","163.9","155.1","151.6","152.5","142.5","152.7","163.6","160.3","163.7","164.9","150.2","158.5","164.8","172","158.2","159.1","170.1",
"남자","M. 전문, 과학 및 기술 서비스업","4. 서비스 종사자","취업자 (천명)","","1.5","1.5","1.3","1.1","3.8","2.3","1.3","2.6","2.8","1.3","1.4","1.5","1.9","1.2","1.3","2","2.8",
"남자","M. 전문, 과학 및 기술 서비스업","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","M. 전문, 과학 및 기술 서비스업","5. 판매 종사자","취업자 (천명)","","13.7","15","14.4","12","13","13.1","13.8","15.7","16.4","13.4","13.4","10.4","12.7","12.8","11.3","11.9","14.1",
"남자","M. 전문, 과학 및 기술 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".5",".7",".6",".4",".5",".3",".3","1.2",".3",".8",".3",".5","1.4",".2",".8",".2",".3",
"남자","M. 전문, 과학 및 기술 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","M. 전문, 과학 및 기술 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","13.1","12.5","10.8","10.4","14.5","14.2","15","12.5","10.1","18.6","15.2","15","17.1","16.9","13.4","16.6","15.6",
"남자","M. 전문, 과학 및 기술 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","8.5","6.3","9.7","8.7","10.9","11.2","9.3","10.7","9.4","17.7","10.7","11.4","14.4","14.7","15","12.8","12.3",
"남자","M. 전문, 과학 및 기술 서비스업","9. 단순노무 종사자","취업자 (천명)","","7.1","5.8","5.2","5","4.6","7.4","4.2","8.3","7.6","6.8","5.9","4.9","7.5","6.7","7.1","8.4","7.7",
"남자","N. 사업시설관리 및 사업지원 서비스업","계","취업자 (천명)","","711.9","690.3","703.1","711.5","767.5","753.1","752.7","791.2","781.7","791.8","778.1","740","755.9","765.7","746.1","809.1","771.7",
"남자","N. 사업시설관리 및 사업지원 서비스업","1. 관리자","취업자 (천명)","","11","9.1","8.4","10.1","9.9","7.9","7.5","6.6","3.4","8.9","10.5","8.2","10.1","8","10.1","10.6","6.9",
"남자","N. 사업시설관리 및 사업지원 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","36.8","32.5","33","31.9","36.1","41","34.8","44.8","35.5","40.9","42.9","42.1","40.5","39.1","39.4","40.4","34.7",
"남자","N. 사업시설관리 및 사업지원 서비스업","3. 사무 종사자","취업자 (천명)","","114.4","113.1","109.1","102.8","103.6","103.5","104.9","110.8","109.6","119.5","116.6","124.4","121.4","122.5","116.2","115.1","112.8",
"남자","N. 사업시설관리 및 사업지원 서비스업","4. 서비스 종사자","취업자 (천명)","","57","58.5","59","56.9","62.3","58.4","52","57.1","55.6","52.3","59.7","58.7","64.2","68.9","67.8","72.8","64.9",
"남자","N. 사업시설관리 및 사업지원 서비스업","5. 판매 종사자","취업자 (천명)","","28.2","24.9","26.6","35.8","37.2","33.7","30.5","33.6","35","36.6","36.1","34","38.7","34.9","39","36.7","36.3",
"남자","N. 사업시설관리 및 사업지원 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","12.3","8.3","9.7","13.2","10.3","9","8.4","10.2","7","14.2","11.9","14.3","10.7","16.4","11","10.6","10.2",
"남자","N. 사업시설관리 및 사업지원 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","76.6","76.2","77","85.5","92","91.9","92.6","90.5","98.4","81.6","81.6","75.2","77.6","82.9","75","88","82.1",
"남자","N. 사업시설관리 및 사업지원 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","74","75.6","71","71.5","89","86.9","84","88.2","82.9","86.4","81.1","76.8","82.4","89.2","90.3","92.7","87.8",
"남자","N. 사업시설관리 및 사업지원 서비스업","9. 단순노무 종사자","취업자 (천명)","","301.7","292.2","309.4","303.9","327","321","338","349.4","354.3","351.3","337.7","306.3","310.3","303.8","297.4","342.3","335.9",
"남자","O. 공공행정, 국방 및 사회보장 행정","계","취업자 (천명)","","641.2","632.1","656.1","596.1","618.1","619","641.1","638.3","658.3","683.8","672","682.6","658.5","632.4","631.2","662.2","662.2",
"남자","O. 공공행정, 국방 및 사회보장 행정","1. 관리자","취업자 (천명)","","13","13.6","12.2","13.2","10.2","12.8","8.6","12.2","10.8","12.5","10.3","10.4","10.3","9.2","9.2","11.5","13",
"남자","O. 공공행정, 국방 및 사회보장 행정","2. 전문가 및 관련 종사자","취업자 (천명)","","68.2","74.5","72.9","60.4","65.3","64.8","62.9","58.6","59.3","55.1","58.1","60.9","54.6","57.3","57.9","50.1","49.6",
"남자","O. 공공행정, 국방 및 사회보장 행정","3. 사무 종사자","취업자 (천명)","","266.8","264.4","265.9","242.9","249.5","256.6","270.7","268.1","280","302.4","284.5","290.6","270.1","251.1","257","247.2","259.5",
"남자","O. 공공행정, 국방 및 사회보장 행정","4. 서비스 종사자","취업자 (천명)","","160.6","165.3","173.7","160.7","159.9","150.6","164.5","170.1","168.7","177.1","173.5","172.6","168.4","159","171.8","159.7","173.3",
"남자","O. 공공행정, 국방 및 사회보장 행정","5. 판매 종사자","취업자 (천명)","",".2",".2",".6",".6",".4",".8",".5",".3",".7",".7",".5","1",".8","1.2",".5",".7",".5",
"남자","O. 공공행정, 국방 및 사회보장 행정","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","O. 공공행정, 국방 및 사회보장 행정","6. 농림어업 숙련? 종사자","취업자 (천명)","","1.9",".9","1.2","2.1","1.3","1.2","1.4","1",".9","1","2.7","2.6","1.3","1.2","1","1.3",".5",
"남자","O. 공공행정, 국방 및 사회보장 행정","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","O. 공공행정, 국방 및 사회보장 행정","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","16.1","14.5","13.7","13.5","13.7","16.4","14.6","12.8","15.2","11.9","10.3","11.9","10.5","11","10.5","19.1","12.1",
"남자","O. 공공행정, 국방 및 사회보장 행정","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","13.4","13.1","14.6","13.9","12.5","14.8","15.4","15.3","16.2","14.4","14.6","14.4","13.2","15.5","15.4","15.7","16.7",
"남자","O. 공공행정, 국방 및 사회보장 행정","9. 단순노무 종사자","취업자 (천명)","","101.1","85.6","101.4","88.8","105.4","101.2","102.6","99.8","106.4","108.7","117.5","118.3","129.3","126.9","108","157","137.1",
"남자","P. 교육 서비스업","계","취업자 (천명)","","588.7","598.1","615.7","639.2","616.3","636.7","607.8","629.6","648.3","611.9","587.7","611.1","625.1","615.1","597.2","588.6","603.5",
"남자","P. 교육 서비스업","1. 관리자","취업자 (천명)","","22.2","25.4","25.3","23.9","23.5","22.8","23.7","26.7","25.8","24","22.1","24.4","24.6","27.8","31","28.8","27.7",
"남자","P. 교육 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","428.1","438.3","451.4","473.5","452.6","459.9","443.2","454.1","469.4","444.3","432.4","444.3","454.1","431.7","422.2","421.9","430.5",
"남자","P. 교육 서비스업","3. 사무 종사자","취업자 (천명)","","79.5","77","76.2","76.3","79.8","84.9","76.8","83.3","89.7","80.1","70.9","75.8","78.6","85.8","82.6","72.3","74.2",
"남자","P. 교육 서비스업","4. 서비스 종사자","취업자 (천명)","","4.6","4.8","5.9","5.9","6.8","6.1","5.6","6.3","4.9","7.9","7.3","7.7","7.6","8.7","5.1","7","7.1",
"남자","P. 교육 서비스업","5. 판매 종사자","취업자 (천명)","",".5","2.6","1.4",".5",".2",".4",".5",".2",".4","",".6",".8",".7","1.1",".6","1.7","1.1",
"남자","P. 교육 서비스업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","P. 교육 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".7",".9",".2",".2",".2",".4",".1",".2",".9",".1",".3",".7",".8","1",".4","1","1.2",
"남자","P. 교육 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","P. 교육 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","8.1","8.1","7.4","7.5","7.2","6.7","7","5.3","5.3","5.4","4","4.8","4.9","5.6","6.3","6.9","9.2",
"남자","P. 교육 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","24.2","21.4","22.3","24","24.1","27.5","27.9","27.7","26.8","23.5","26","21.6","25.3","22.7","20.3","18.2","21.1",
"남자","P. 교육 서비스업","9. 단순노무 종사자","취업자 (천명)","","20.8","19.6","25.6","27.5","22","27.9","23.1","26.1","25.2","26.6","24","31.1","28.4","30.8","28.7","30.9","31.4",
"남자","Q. 보건업 및 사회복지 서비스업","계","취업자 (천명)","","290.1","323.9","334.2","359","362.1","369.1","354.9","352","316.8","342.1","405.4","404.4","397","427.9","414.5","444","438.6",
"남자","Q. 보건업 및 사회복지 서비스업","1. 관리자","취업자 (천명)","","5.5","5.6","5.3","6.4","7.8","5.7","4.3","3.3","3.9","4.7","4.3","4.4","3.6","5.7","5.7","4.8","4.4",
"남자","Q. 보건업 및 사회복지 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","","*","","","","",
"남자","Q. 보건업 및 사회복지 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","173.1","194.2","191.8","206.7","201.8","203.4","202.8","195.6","178.8","196.9","224.8","216.7","211.5","214.7","215.4","202.7","194.7",
"남자","Q. 보건업 및 사회복지 서비스업","3. 사무 종사자","취업자 (천명)","","43.7","48.8","51.9","51","54.5","58.8","54","53.3","49.4","47.7","56.5","52.7","49.5","54.8","50.9","52.3","51.6",
"남자","Q. 보건업 및 사회복지 서비스업","4. 서비스 종사자","취업자 (천명)","","15.6","17.8","18.3","21.4","26.6","25.2","19.8","22.2","19.2","21.8","23.7","27","26.3","32.4","31.9","37","35.3",
"남자","Q. 보건업 및 사회복지 서비스업","5. 판매 종사자","취업자 (천명)","","1.1",".7","1",".2",".1",".1","1.1","1.5",".7",".4","1.3","2","1.3","1.1",".8","1.5","2.4",
"남자","Q. 보건업 및 사회복지 서비스업","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","Q. 보건업 및 사회복지 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".1",".1",".2",".1",".4",".1",".1",".4","0",".1","",".8","",".1","",".7",".5",
"남자","Q. 보건업 및 사회복지 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","*","","*","","*","*",
"남자","Q. 보건업 및 사회복지 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","5.9","5.9","4.4","5.2","3.6","4.5","5.2","5","3.5","4.2","4.4","4.1","5.2","4.3","4.9","5.4","6.4",
"남자","Q. 보건업 및 사회복지 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","19.8","21.6","21.5","22.4","24.2","25.4","23.2","22.1","19.8","20.4","27.1","26.6","27","26.3","23.4","23.8","24",
"남자","Q. 보건업 및 사회복지 서비스업","9. 단순노무 종사자","취업자 (천명)","","25.1","29.4","39.9","45.6","43","45.8","44.4","48.6","41.5","46","63.2","70.2","72.4","88.5","81.5","115.7","119.2",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","계","취업자 (천명)","","245.1","236.4","223.8","264.6","268.4","245.1","214.6","230.3","224.2","231.7","240","219.4","242","279.4","241.3","255.7","238.9",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","1. 관리자","취업자 (천명)","","3.2","1.8","1.2","1.2","2.4","2.1","2.3","2.4","1.7","2.4","2.3","2.4","2.4","1.5","2.1","2.1","2.8",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","76.9","73.4","69.5","82.8","83.4","91.9","74.4","81.5","84.8","82.9","87.8","78.4","87.2","96.6","87.8","98.3","94.9",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","3. 사무 종사자","취업자 (천명)","","24.2","21.6","23.7","26.2","30","30.3","27.1","31.3","25.1","21.3","29.3","24.8","21.9","26.7","22.9","26.9","22.1",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","4. 서비스 종사자","취업자 (천명)","","107.8","104.2","97.3","119.1","107.2","79.7","69.2","73","73.4","89.1","79.6","74.5","87.7","92.3","78.4","79.5","72.1",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","5. 판매 종사자","취업자 (천명)","","7.2","9.2","6.5","8.8","9.9","11.4","10.6","10.9","9.5","6","10.3","8.6","10.5","14.4","11.9","12.6","10.6",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","","5.1","4.4","6.3","5.7","5.4","4.2","4.2","4.2","3.7","3.9","4.8","7.4","6.4","13.2","8.3","6.4","6.6",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","","*","","","",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","4","4.2","4.8","5.6","5.5","4.7","6.6","5.6","4.5","6.4","5.2","4.2","5.4","7.3","6.1","6","5.6",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","4","5.6","3.5","2.7","6.1","5","4.1","3.3","4.5","5.9","5.3","4.7","6.1","7.2","9","6.9","6",
"남자","R. 예술, 스포츠 및 여가관련 서비스업","9. 단순노무 종사자","취업자 (천명)","","12.7","12","11","12.4","18.3","15.9","16.1","18","17.1","13.8","15.3","14.3","14.5","20.3","14.8","17","18.4",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","계","취업자 (천명)","","614.5","624.8","585.5","561.3","548.2","588","593.8","586.3","588.3","595.5","607.9","585.5","621.7","605.1","581.2","587.6","578.4",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","1. 관리자","취업자 (천명)","","5.6","6.2","5.6","4.8","4.2","4.8","3","3","1.7","3","3.4","3.2","3","2.4","4.1","4.3","3",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","1. 관리자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","2. 전문가 및 관련 종사자","취업자 (천명)","","130.5","142.6","130.3","124.7","119.2","126","123.6","130.6","128.9","121.2","130.6","123.2","132.1","129.8","123.2","116.9","116.1",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","3. 사무 종사자","취업자 (천명)","","52.6","46.9","44.3","43.7","41","46.6","52","45.9","47.5","53.6","56.7","54.2","54.7","55.8","50.2","46.8","48.1",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","4. 서비스 종사자","취업자 (천명)","","79.3","82.4","74.4","73.5","69","62.5","67.3","70.8","68.4","70","69.6","70","75.9","76.7","67.4","76.4","79.3",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","5. 판매 종사자","취업자 (천명)","","10.2","8.8","8.2","6.8","7.5","10.3","10.4","9.6","9.6","10.1","7.5","6.7","8.8","10.4","9.6","8.4","7.3",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","6. 농림어업 숙련? 종사자","취업자 (천명)","",".1","","",".1","",".2",".5","","0",".6",".2",".2",".3",".2",".3","0",".3",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","235.8","234.3","223.4","213.9","216.9","236.4","231.8","225.1","224.1","228","227.3","226.4","238.3","223.2","226.6","228.1","222.1",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","61.1","61.4","57.8","58.4","48.2","55.5","57.1","55.1","55.7","50.8","53.8","48.1","51.2","53.2","50.7","52.9","49.3",
"남자","S. 협회 및 단체, 수리  및 기타 개인 서비스업","9. 단순노무 종사자","취업자 (천명)","","39.4","42.3","41.5","35.4","42.2","45.7","48.2","46.1","52.4","58.4","58.9","53.4","57.3","53.3","49.2","53.7","52.8",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","계","취업자 (천명)","","3.4","3.2","3","2.5","2.7","1.4","1.4",".5",".5","0","1.3","1.4","2","2.2","5.2","2.6","6.4",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","계","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","1. 관리자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","2. 전문가 및 관련 종사자","취업자 (천명)","","",".1","",".1","",".1",".3",".1","","0",".1","","",".6","",".3","",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","","","*","","*","",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","3. 사무 종사자","취업자 (천명)","","","0","0","","","","","","","","","","","","","","",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","4. 서비스 종사자","취업자 (천명)","","","","","","","","","","","","0","","",".1",".7","",".4",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","","","*","*","","*",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","5. 판매 종사자","취업자 (천명)","","","","","","","","","","","","","","","","","","",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","6. 농림어업 숙련? 종사자","취업자 (천명)","",".2",".1",".1","0","","","","","","","","","","",".5","","",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","6. 농림어업 숙련? 종사자","C.V.","","","","","","","","","","","","","","","","*","","",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","","","","0","",".1",".2","","","0",".2",".1",".2",".1",".2",".3",".5",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","1.5","1.3","2.1","1.4","1.8",".5",".2",".2",".1","0","",".1",".3",".2","",".2",".7",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","","*","*","*","","*","*",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","9. 단순노무 종사자","취업자 (천명)","","1.7","1.6",".8",".9",".9",".6",".7",".2",".4","0","1","1.2","1.5","1.2","3.7","1.8","4.7",
"남자","T. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","U. 국제 및 외국기관","계","취업자 (천명)","","5.3","5.4","8.5","11.6","13.2","18.9","16.3","13","9.3","10.6","2.8","5.1","6.1","9.6","10.6","11.9","9.1",
"남자","U. 국제 및 외국기관","1. 관리자","취업자 (천명)","","","","","",".2",".2","",".1","",".3",".1","","","","","","",
"남자","U. 국제 및 외국기관","1. 관리자","C.V.","","","","","","","","","","","","*","","","","","","",
"남자","U. 국제 및 외국기관","2. 전문가 및 관련 종사자","취업자 (천명)","",".9","1.1","1.6","2.9","2.6","2.5","3.6","2.2","1.2",".6",".1",".2",".2","",".2",".9",".9",
"남자","U. 국제 및 외국기관","2. 전문가 및 관련 종사자","C.V.","","","","","","","","","","","","*","*","*","","*","*","*",
"남자","U. 국제 및 외국기관","3. 사무 종사자","취업자 (천명)","","2.3","2.1","2.8","4.3","5.7","9.6","6.4","6.3","4.6","5.6","1.2","2.7","3.3","4.7","5.4","3.7","3",
"남자","U. 국제 및 외국기관","3. 사무 종사자","C.V.","","","","","","","","","","","","","","","","","*","",
"남자","U. 국제 및 외국기관","4. 서비스 종사자","취업자 (천명)","",".7",".5","1",".8",".8",".7",".8",".9","1",".3",".1","","",".6","1.4","1.1","1",
"남자","U. 국제 및 외국기관","4. 서비스 종사자","C.V.","","","","","","","","","","","","*","","","*","*","*","*",
"남자","U. 국제 및 외국기관","5. 판매 종사자","취업자 (천명)","","0","0",".1",".1",".2",".3",".4",".3",".1",".4",".2",".3",".2","","","",".2",
"남자","U. 국제 및 외국기관","5. 판매 종사자","C.V.","","","","","","","","","","","","*","*","*","","","","*",
"남자","U. 국제 및 외국기관","6. 농림어업 숙련? 종사자","취업자 (천명)","","","",".3","0","","","","","","","","","","","","","",
"남자","U. 국제 및 외국기관","7. 기능원 및 관련 기능 종사자","취업자 (천명)","",".7",".9","1.6","2","2.4","4.7","4.1","2",".8","1.7",".5",".9","1.1","1.7","1.7","3.7","2.4",
"남자","U. 국제 및 외국기관","7. 기능원 및 관련 기능 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","U. 국제 및 외국기관","8. 장치,기계조작 및 조립종사자","취업자 (천명)","",".4",".6",".9","1.3","1",".4",".5",".4",".7","1.3",".4",".7","1","1.8","1.6","1.9","1",
"남자","U. 국제 및 외국기관","8. 장치,기계조작 및 조립종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"남자","U. 국제 및 외국기관","9. 단순노무 종사자","취업자 (천명)","",".2",".2",".2",".3",".3",".5",".6",".8",".8",".4",".2",".4",".4",".7",".5",".7",".6",
"남자","U. 국제 및 외국기관","9. 단순노무 종사자","C.V.","","","","","","","","","","","","*","*","*","*","*","*","*",
"여자","계","계","취업자 (천명)","","10574.6","10833.1","10890.6","11048","10961.8","11233.7","11134.2","11336.1","11366.4","11557.8","11476.9","11628.2","11618.6","11903.4","11325.3","11632.9","11699.2",
"여자","계","1. 관리자","취업자 (천명)","","45.9","45.8","44.2","40","32.9","42.4","32.4","33.8","40.3","38.4","49.1","59.8","66.6","60.7","59.8","66","63.9",
"여자","계","2. 전문가 및 관련 종사자","취업자 (천명)","","2241.9","2321.4","2370.7","2412.6","2435.6","2522.4","2491.8","2549.9","2633.6","2644.7","2621.3","2699.5","2714.2","2731.1","2579.9","2602.7","2678.2",
"여자","계","3. 사무 종사자","취업자 (천명)","","1956.9","2023.6","2060.7","2073.2","2069.2","2072.6","2156.6","2187.3","2175.1","2247.3","2301.6","2331.3","2322.1","2387.1","2365.3","2382.9","2422.7",
"여자","계","4. 서비스 종사자","취업자 (천명)","","1753.3","1748.3","1794.2","1830.3","1804.2","1881.6","1875.1","1963.9","1950.5","1980","2002.2","1990.9","2062.6","2097.4","1985.6","2007.6","1997.2",
"여자","계","5. 판매 종사자","취업자 (천명)","","1493.2","1543.4","1574.3","1619.7","1581","1602","1570.1","1569.4","1581.9","1555.8","1519.2","1545.1","1522.9","1523.7","1456.8","1415.6","1434.5",
"여자","계","6. 농림어업 숙련? 종사자","취업자 (천명)","","610.7","697.4","598.3","633","527.6","564.4","490.3","529","463","519.9","508.9","568.6","514.1","598","554","581.4","540.5",
"여자","계","7. 기능원 및 관련 기능 종사자","취업자 (천명)","","318.2","317.6","289.8","296.2","308.3","309","307.6","325.8","327.6","334.3","328.5","310.3","296.6","296.2","289.8","274.7","280.8",
"여자","계","8. 장치,기계조작 및 조립종사자","취업자 (천명)","","402.5","389.5","420","407.5","405.7","418.8","413.7","371.3","402.5","387.4","383.3","370","364.6","363","321.5","331.9","335.3",
"여자","계","9. 단순노무 종사자","취업자 (천명)","","1752","1746.1","1738.3","1735.4","1797.2","1820.7","1796.5","1805.7","1791.8","1849.9","1762.8","1752.6","1754.8","1846.4","1712.6","1970.1","1946.1",
